Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Talk time,Colors,Price,3G bands,4G bands,Speed,GPU,Features,_1,Features_1,_1_1,Stand-by,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Protection,Charging,Models,Talk time_1,SAR EU,Music play,SAR,Browser,Keyboard,Build,Triple,Dual,32GB 3GB RAM,Quad,64GB 4GB RAM,128GB 4GB RAM,128GB 6GB RAM,32GB 2GB RAM,16GB 2GB RAM,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Alert types,Clock,Alarm,Languages,,,,,,,,,,,,,,,,,,,,
b'energizer',b'Energizer Energy E11',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e10-.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, July'","b'Available. Released 2018, July'",b'114 x 48 x 25.9 mm (4.49 x 1.89 x 1.02 in)',b'90 g (3.17 oz)',"b'Hybrid Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'1.8 inches, 10.2 cm2 (~18.6% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',,b'Mediatek MT6261D',,b'microSDHC',b'4MB 4MB RAM',b'VGA',,b'No',b'VGA',b'',b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB 2.0',b'',"b'Li-Ion 1800 mAh, removable'",b'Black',,,b'Class 12',b'No',b'Flashlight',,b'About 20 EUR',b'Up to 216 h (3G)',b'Up to 12.5 h (3G)',b'Yes',b'Yes',"b'SMS, MMS'",b'No',b'No',,,b'1.03 W/kg (head) \xc2\xa0 \xc2\xa0 1.26 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'energizer',b'Energizer Energy E10+',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e10-.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, July'","b'Available. Released 2018, July'",b'110 x 47 x 14.3 mm (4.33 x 1.85 x 0.56 in)',b'69 g (2.43 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'1.8 inches, 10.2 cm2 (~19.7% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',,b'Mediatek MT6261D',,b'microSDHC',b'4MB 4MB RAM',b'VGA',,b'No',b'VGA',b'',b'Yes',b'Yes',b'No',b'3.0',b'No',b'No',b'FM radio',b'microUSB 2.0',b'',"b'Li-Ion 1000 mAh, removable'",b'Black',,,b'Class 12',b'No',b'Flashlight',,b'About 10 EUR',b'Up to 125 h (3G)',b'Up to 7 h (3G)',b'Yes',b'Yes',b'SMS',b'No',b'No',,,b'0.60 W/kg (head) \xc2\xa0 \xc2\xa0 0.95 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'energizer',b'Energizer Power Max P20',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-power-max-p20.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, May'","b'Available. Released 2018, August'",b'136.5 x 55 x 17.5 mm (5.37 x 2.17 x 0.69 in)',b'130 g (4.59 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.8 inches, 24.3 cm2 (~32.3% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",,b'Spreadtrum SC6531E',,b'microSDHC (uses shared SIM slot)',b'32MB 32MB RAM',b'VGA',,b'480p',,,b'Yes',b'Yes',b'No',"b'4.0, A2DP, LE'",b'No',b'No',b'FM radio',"b'microUSB 2.0, USB (Reverse charging out)'",b'',b'Li-Ion 4000 mAh battery',b'Black',,,b'Yes',b'No',b'Flashlight',,b'About 40 EUR',b'Up to 750 h (3G)',b'Up to 40 h (3G)',b'Yes',b'Yes',"b'SMS, MMS'",b'No',b'No',b'No',,b'0.61 W/kg (head) \xc2\xa0 \xc2\xa0 0.89 W/kg (body)',,,,,,,,,,,b'Reverse charging',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'energizer',b'Energizer Power Max P16K Pro',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-p600s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, February'",b'Cancelled',b'-',b'350 g (12.35 oz)',b'Nano-SIM',b'IPS LCD',"b'5.99 inches, 92.6 cm2'","b'1080 x 2160 pixels, 18:9 ratio (~403 ppi density)'",b'Android 8.0 (Oreo)',b'Mediatek MT6763T Helio P23 (16 nm)',b'Octa-core 2.5 GHz Cortex-A53',b'No',b'128GB 6GB RAM',,"b'Dual-LED dual-tone flash, panorama, HDR'",b'4K@30fps',,b'1080p@30fps',b'Yes',b'To be confirmed',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 16,000 mAh, non-removable'",b'Black',,b'Mali-G71 MP2',,,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,b'LTE (unspecified)',,,b'Fast charging 18W USB Power Delivery 2.0 No Reverse charging',,,"b'16 MP, PDAF 13 MP'",,,,,,"b'13 MP 5 MP, depth sensor'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'energizer',b'Energizer Hardcase H240S',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-h240s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2018, January'","b'Available. Released 2018, January'",b'132 x 56 x 18.5 mm (5.20 x 2.20 x 0.73 in)',b'256 g (9.03 oz)',"b'Hybrid Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~24.1% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",b'Android 6.0 (Marshmallow)',b'Mediatek MT6737M (28 nm)',b'Quad-core 1.1 GHz Cortex-A53',b'microSDHC (uses shared SIM slot)',b'8GB 1GB RAM',b'5 MP',b'LED flash',b'Yes',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2000 mAh, removable'",b'Black',,b'Mali-T720MP2',,,b'IP68 dust/water resistant (up to 1.5m for 30 mins)',,b'About 120 EUR',b'Up to 230 h (3G)',b'Up to 5 h (3G)',,,,,,b'eMMC 5.0',b'No',b'0.61 W/kg (head) \xc2\xa0 \xc2\xa0 1.08 W/kg (body)',,,,,,,,"b'1, 3, 7, 20, 28'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'energizer',b'Energizer Hardcase H550S',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-h550s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, January'","b'Available. Released 2018, January'",b'158.8 x 80.7 x 11.1 mm (6.25 x 3.18 x 0.44 in)',b'203 g (7.16 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.5 inches, 83.4 cm2 (~65.1% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'microSDHC (uses shared SIM slot)',b'32GB 3GB RAM',"b'16 MP, PDAF'","b'LED flash, HDR, panorama'",b'1080p@30fps',b'8 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'FM radio',b'USB Type-C',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 4000 mAh, non-removable'",b'Black',,b'Mali-T860MP2',,,b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant',,b'About 450 EUR',b'Up to 400 h (3G)',b'Up to 10 h (3G)',,,,,,b'eMMC 5.1',,b'0.24 W/kg (head) \xc2\xa0 \xc2\xa0 1.79 W/kg (body)',,,,,,,,"b'1, 3, 7, 8, 20, 28'",,,,,,,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'energizer',b'Energizer Power Max P600S',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-p600s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, January'","b'Available. Released 2018, January'",b'152.5 x 82 x 9.8 mm (6.00 x 3.23 x 0.39 in)',b'190 g (6.70 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.9 inches, 89.8 cm2 (~71.8% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~409 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6757CD Helio P25 (16 nm)',b'Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53)',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 64GB 6GB RAM'",b'8 MP',"b'Dual-LED dual-tone flash, panorama, HDR'",b'4K@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 4500 mAh, non-removable'","b'Black (32/3GB), Blue (64/6GB)'",,b'Mali-T880MP2',,,,,b'About 360 EUR',b'Up to 400 h (3G)',b'Up to 12 h (3G)',,,,,,,,,,,,,,,,"b'1, 3, 7, 8, 20, 28, 38, 40'","b'Glass front, plastic back, aluminum frame'",,b'Charging 10W',,,"b'13 MP, PDAF 5 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'fairphone',b'Fairphone 3+',b'https://fdn2.gsmarena.com/vv/bigpic/fairphone3-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/150 Mbps'","b'2020, August 27'","b'Available. Released 2020, September 14'",b'158 x 71.8 x 9.9 mm (6.22 x 2.83 x 0.39 in)',b'189 g (6.67 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.65 inches, 82.4 cm2 (~72.6% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~427 ppi density)'",b'Android 10',b'Qualcomm SDM632 Snapdragon 632 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver)',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',"b'48 MP, f/1.8, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF'","b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@30fps, gyro-EIS'","b'16 MP, f/2.0, (wide), 1/3.1""'","b'1080p@30fps, gyro-EIS'",b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'Yes',b'Unspecified',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3040 mAh, removable'",b'Black',b'0.41 W/kg (head) \xc2\xa0 \xc2\xa0 1.41 W/kg (body)',b'Adreno 506',,,b'eMMC 5.1',b'HDR',b'About 470 EUR',,,,,,,,,,,,,,,,,,"b'1, 2, 3, 4, 5, 7, 8, 13, 20, 26'",,,,,,,,b'Corning Gorilla Glass 5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'fairphone',b'Fairphone 3',b'https://fdn2.gsmarena.com/vv/bigpic/fairphone3.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/150 Mbps'","b'2019, August 27'","b'Available. Released 2019, September 03'",b'158 x 71.8 x 9.9 mm (6.22 x 2.83 x 0.39 in)',b'189 g (6.67 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.65 inches, 82.4 cm2 (~72.6% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~427 ppi density)'",b'Android 9.0 (Pie)',b'Qualcomm SDM632 Snapdragon 632 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver)',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',"b'12 MP, f/1.8, (wide), 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF'","b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@30fps, gyro-EIS'","b'8 MP, f/2.0, (wide), 1/4.0""'","b'1080p@30fps, gyro-EIS'",b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'Yes',b'No',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, removable'",b'Black',b'0.39 W/kg (head) \xc2\xa0 \xc2\xa0 1.41 W/kg (body)',b'Adreno 506',,,b'eMMC 5.1',,b'About 450 EUR',,,,,,,,,,,,,,,,,,"b'1, 2, 3, 4, 5, 7, 8, 13, 20, 26'",,,,,,,,b'Corning Gorilla Glass 5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,SAR EU,GPU,GPRS,EDGE,,Features_1,Price,Stand-by,Talk time,Phonebook,Call records,Messaging,Games,Java,_1,_1_1,SAR,Infrared port,Keyboard,Alert types,Browser,Languages,Clock,Alarm,4G bands,Build,Quad,Charging,Models,Triple,Dual,5G bands,Protection,Camera,Loudspeaker_1,Audio quality,Dual_1,Stand-by_1,Talk time_1,Battery life,Performance,Display,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee K30 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-k30-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2020, December 08'","b'Available. Released 2020, December'",b'165 x 76 x 8 mm (6.50 x 2.99 x 0.31 in)',b'165 g (5.82 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.53 inches, 104.7 cm2 (~83.5% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~263 ppi density)'",b'Android',b'Mediatek',b'Octa-core 2.0 GHz',b'microSDXC',"b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM'",b'8 MP',"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'Yes',"b'Yes, with A-GPS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'","b'Black, Blue, White'",,,,,b'eMMC 5.1',,b'About 100 EUR',,,,,,,,b'24-bit/192kHz audio',,,,,,,,,,b'LTE (unspecified)',"b'Glass front, plastic frame, glass back'",,b'Fast charging 20W',b'GSE1020',"b'16 MP, f/1.8, (wide), PDAF 5 MP, 120\xcb\x9a (ultrawide) 2 MP, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee P12',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-p12.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900',"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2020, November 09'","b'Available. Released 2020, November 09'",b'156.1 x 73.7 x 9.7 mm (6.15 x 2.90 x 0.38 in)',b'178 g (6.28 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.1 inches, 89.8 cm2 (~78.1% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~288 ppi density)'",b'Android 10',b'Mediatek MT6761 Helio A20 (12 nm)',b'Quad-core 1.8 GHz Cortex-A53',b'microSDXC',b'16GB 2GB RAM',b'5 MP',"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 3200 mAh, non-removable'","b'Black, Purple'",,b'PowerVR GE8320',,,b'eMMC 5.1',,b'About 80 EUR',,,,,,,,,,,,,,,,,,"b'1, 3, 7, 8, 20, 28, 40'","b'Glass front, plastic frame, glass back'",,,,"b'13 MP, (wide), AF 0.3 MP, (ultrawide) 0.3 MP, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee M12',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-m12-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900',"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2020, November 16'","b'Available. Released 2020, November 16'",b'163.9 x 76.8 x 9.3 mm (6.45 x 3.02 x 0.37 in)',b'196 g (6.91 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.55 inches, 103.6 cm2 (~82.3% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~268 ppi density)'",b'Android 10',b'MediaTek Helio A25 (12 nm) - model 1Mediatek MT6762 Helio P22 (12 nm) - model 2',b'Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53) - model 1Octa-core 2.0 GHz Cortex-A53 - model 2',b'microSDXC',"b'64GB 4GB RAM, 128GB 6GB RAM'",b'16 MP',"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'5.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 5100 mAh, non-removable'","b'Magic Green, Dazzling Black'",,b'PowerVR GE8320',,,b'eMMC 5.1',,b'About 150 EUR',,,,,,,,,,,,,,,,,,"b'1, 2, 3, 5, 7, 8, 20, 28, 40'","b'Glass front, plastic frame, plastic back'","b'48 MP, f/1.8, (wide), PDAF 5 MP, f/2.2, 115\xcb\x9a, (ultrawide) 2 MP (depth) 2 MP (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee S12 Lite',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-s12-lite.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2020, September 29'","b'Available. Released 2020, October 05'",b'166.2 x 76.3 x 8.4 mm (6.54 x 3.00 x 0.33 in)',b'174 g (6.14 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.52 inches, 102.6 cm2 (~80.9% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~269 ppi density)'",b'Android 10',b'MediaTek Helio A25 (12 nm)',b'Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53)',b'microSDXC',b'32GB 3GB RAM',b'8 MP',"b'LED flash, HDR'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'","b'Blue, Green, Gray'",,b'PowerVR GE8320',,,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,"b'1, 3, 7, 8, 20, 28, 40'","b'Glass front, plastic frame, plastic back'",,,b'H602',"b'13 MP, (wide), AF 5 MP, (ultrawide) 2 MP (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee S12',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-s12.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2020, July'","b'Available. Released 2020, July 15'",b'164.6 x 76.6 x 8.8 mm (6.48 x 3.02 x 0.35 in)',b'181 g (6.38 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.52 inches, 102.6 cm2 (~81.4% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~269 ppi density)'",b'Android 10',b'MediaTek Helio A25 (12 nm)',b'Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53)',b'microSDXC',b'64GB 4GB RAM',b'13 MP',"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'","b'Black, Blue'",,b'PowerVR GE8320',,,b'eMMC 5.1',,b'About 140 EUR',,,,,,,,,,,,,,,,,,"b'1, 3, 7, 8, 20, 28, 40'","b'Glass front, plastic frame, plastic back'",,,,"b'16 MP, (wide), AF 8 MP, (ultrawide) 2 MP (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee M30',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-m30.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2020, August 25'","b'Available. Released 2020, August 31'",b'-',b'305 g (10.76 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 92.9 cm2'","b'720 x 1440 pixels, 18:9 ratio (~268 ppi density)'",b'Android',b'Mediatek MT6771 Helio P60 (12 nm)',b'Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)',b'microSDXC',b'128GB 8GB RAM',"b'16 MP, (wide), AF'",b'LED flash',b'1080p@30fps',b'8 MP',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 10000 mAh, non-removable'",b'Black',,b'Mali-G72 MP3',,,,,b'About 170 EUR',,,,,,,,,,,,,,,,,,b'LTE (unspecified)',"b'Glass front, aluminum frame, aluminum back'",,b'Fast charging 25W Reverse charging',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee Max',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-max.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2020, August 25'","b'Available. Released 2020, August 31'",b'148 x 70.9 x 10.8 mm (5.83 x 2.79 x 0.43 in)',b'185 g (6.53 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.1 inches, 91.3 cm2 (~87.0% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)'",b'Android 10',b'Unisoc SC9863A (28nm)',b'Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55)',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',b'5 MP',b'LED flash',b'1080p@24fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, hotspot'","b'4.2, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 5000 mAh, non-removable'","b'Black, Red, Royal Blue'",,b'IMG8322',,,b'eMMC 5.1',,b'About 70 EUR',,,,,,,,,,b'0.41 W/kg (head) \xc2\xa0 \xc2\xa0 0.90 W/kg (body)',,,,,,,,"b'1, 3, 5, 8, 38, 40, 41'",,,,,,"b'13 MP, (wide), AF 0.3 MP (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
