Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,OS,Card slot,Single,Video,_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Browser,_1_1,Type_1,Stand-by,Talk time,Colors,Internal,GPRS,EDGE,Keyboard,Phonebook,Call records,Features,Messaging,Games,Java,Alert types,4G bands,Chipset,CPU,GPU,Single_1,Video_1,NFC,Infrared port,Music play,Price,Build,Dual,Charging,Features_1,Models,SAR,Quad,128GB 8GB RAM,Protection,Triple,64GB 4GB RAM,128GB 6GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,Dual_1,Stand-by_1,Talk time_1,SAR EU,Clock,Alarm,Audio quality,5G bands,512GB 16GB RAM,128GB 12GB RAM
b'lenovo',b'Lenovo Z5s',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-z5s.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, December 18'","b'Available. Released 2018, December 24'",b'156.7 x 74.5 x 7.9 mm (6.17 x 2.93 x 0.31 in)',b'172 g (6.07 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.3 inches, 97.4 cm2 (~83.5% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), ZUI 10'",b'microSDXC (uses shared SIM slot)',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'4K@30fps, 1080p@30fps'",,b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,"b'Li-Ion 3300 mAh, non-removable'",,,"b'Starry Night Grey, Love Orange, Titanium Blue'","b'64GB 4GB RAM, 128GB 6GB RAM'",,,,,,"b'Dual-LED dual-tone flash, HDR, panorama'",,,,,"b'1, 2, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41'",b'Qualcomm SDM710 Snapdragon 710 (10 nm)',b'Octa-core 2.2 GHz Kryo 260',b'Adreno 616',,b'1080p@30fps',b'No',,,b'About 220 EUR',"b'Glass front (Gorilla Glass), glass back, aluminum frame'",,b'Fast charging 15W',b'HDR',b'L78071',,,,b'Corning Gorilla Glass (unspecified version)',"b'16 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.4, (telephoto), PDAF, 2x optical zoom 5 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Z5 Pro GT',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-z5-pro-gt-.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps'","b'2018, December'","b'Available. Released 2019, January'",b'155.1 x 73 x 9.3 mm (6.11 x 2.87 x 0.37 in)',b'210 g (7.41 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'Super AMOLED',"b'6.39 inches, 100.2 cm2 (~88.5% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 8.1 (Oreo), upgradable to Android 10, ZUI 11.5'",b'No',,"b'4K@30fps, 1080p@120fps'",b'UFS 2.1',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, EDR'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, compass'",,,"b'Li-Po 3350 mAh, non-removable'",,,b'Carbon Black',"b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 12GB RAM'",,,,,,"b'Dual-LED dual-tone flash, panorama, HDR'",,,,,"b'1, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41'",b'Qualcomm SM8150 Snapdragon 855 (7 nm)',b'Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640',,b'1080p@30fps',b'Yes',,,b'About 400 EUR',,"b'16 MP, f/1.8, 1/2.6"", 1.22\xc2\xb5m, PDAF 24 MP, 1/2.8"", 0.9\xc2\xb5m'",b'Fast charging 18W',b'HDR',b'L78032',,,,,,,,,,,,,"b'Manual pop-up 16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m Manual pop-up 8 MP'",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Z5 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-z5-pro.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, November'","b'Available. Released 2018, November'",b'155.1 x 73 x 9.3 mm (6.11 x 2.87 x 0.37 in)',b'210 g (7.41 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'Super AMOLED',"b'6.39 inches, 100.2 cm2 (~88.5% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 8.1 (Oreo), ZUI 10'",b'No',,"b'4K@30fps, 1080p@120fps'",b'eMMC 5.1',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, EDR'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, compass'",,,"b'Li-Po 3350 mAh, non-removable'",,,b'Black',"b'64GB 6GB RAM, 128GB 6GB RAM'",,,,,,"b'Dual-LED dual-tone flash, panorama, HDR'",,,,,"b'1, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41'",b'Qualcomm SDM710 Snapdragon 710 (10 nm)',b'Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver)',b'Adreno 616',,b'1080p@30fps',b'Yes',,,b'About 300 EUR',,"b'16 MP, f/1.8, 1/2.6"", 1.22\xc2\xb5m, PDAF 24 MP, 1/2.8"", 0.9\xc2\xb5m'",b'Fast charging 18W',b'HDR',b'L78031',,,,,,,,,,,,,"b'Manual pop-up 16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m Manual pop-up 8 MP'",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo S5 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-s5-pro.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2018, October'","b'Available. Released 2018, October'",b'154.5 x 75.5 x 7.7 mm (6.08 x 2.97 x 0.30 in)',b'170 g (6.00 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 96.9 cm2 (~83.0% screen-to-body ratio)'","b'1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 8.1 (Oreo), ZUI 5'",b'microSDXC (uses shared SIM slot)',,"b'4K@30fps, 1080p@30fps'",b'eMMC 5.1',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'USB Type-C 2.0',"b'Infrared face recognition, fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Ion 3500 mAh, non-removable'",,,"b'Black, Gold, Blue'","b'64GB 6GB RAM, 128GB 6GB RAM'",,,,,,"b'Dual-LED dual-tone flash, HDR, panorama'",,,,,"b'1, 2, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41'",b'Qualcomm SDM636 Snapdragon 636 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver)',b'Adreno 509',,b'1080p@30fps',b'No',,,b'About 200 EUR',,"b'12 MP, f/1.8, 1/2.9"", 1.25\xc2\xb5m, PDAF 20 MP, f/2.6, 2x optical zoom'",b'Fast charging 18W',b'HDR',b'L58041',,,,,,,,,,,,,"b'20 MP, f/2.2, (wide), 1/2.8"", 1.0\xc2\xb5m 8 MP'",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo K5 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-k5-pro.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2018, October'","b'Available. Released 2018, October'",b'156 x 75 x 8 mm (6.14 x 2.95 x 0.31 in)',b'165 g (5.82 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.99 inches, 92.6 cm2 (~79.1% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~403 ppi density)'",b'CDMA 800 & TD-SCDMA',b'Android 8.1 (Oreo)',b'microSDXC (dedicated slot)',,"b'4K@30fps, 1080p@30fps'",b'eMMC 5.1',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Ion 4050 mAh, non-removable'",,,"b'Black, Gold'","b'64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM'",,,,,,"b'Dual-LED dual-tone flash, HDR, panorama'",,,,,"b'1, 2, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41'",b'Qualcomm SDM636 Snapdragon 636 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver)',b'Adreno 509',,b'1080p@30fps',b'No',,,b'About 150 EUR',,"b'16 MP, f/2.0, PDAF 5 MP, f/2.4, (depth)'",b'Fast charging 18W',"b'LED flash, HDR'",b'L38041',,,,,,,,,,,,,"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m 5 MP, depth sensor'",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo K9',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-k9.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps'","b'2018, October'","b'Available. Released 2018, October'",b'153.8 x 72.9 x 8 mm (6.06 x 2.87 x 0.31 in)',b'155 g (5.47 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~74.8% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'eMMC 5.1',b'Android 8.1 (Oreo)',b'microSDXC (uses shared SIM slot)',,b'1080p@30/60fps',,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'","b'FM radio, RDS, recording'","b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'",,,"b'Li-Ion 3000 mAh, non-removable'",,,"b'Black, Blue'",b'32GB 3GB RAM',,,,,,"b'Dual-LED dual-tone flash, panorama'",,,,,"b'1, 3, 5, 7, 8, 20, 38, 40, 41'",b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',,b'1080p@30/60fps',b'No',,,b'About 130 EUR',"b'Glass front, plastic back, plastic frame'","b'13 MP, f/2.2, 1/3.1"", 1.12\xc2\xb5m, PDAF 5 MP, f/2.4, (depth)'",b'Fast charging 10W',b'LED flash',b'L38043',,,,,,,,,,,,,"b'13 MP, f/2.2, (wide), 1/3.1"", PDAF 5 MP, f/2.4, 1/5"", 1.12\xc2\xb5m, depth sensor'",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Z5',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-z5.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2018, June'","b'Available. Released 2018, June'",b'153 x 75.7 x 7.9 mm (6.02 x 2.98 x 0.31 in)',b'165 g (5.82 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 96.9 cm2 (~83.6% screen-to-body ratio)'","b'1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 8.1 (Oreo), ZUI 3.9'",b'microSDXC (uses shared SIM slot)',"b'8 MP, f/2.0'","b'4K@30fps, 1080p@30fps'",b'eMMC 5.1',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Ion 3300 mAh, non-removable'",,,"b'Black, Aurora, Blue'","b'64GB 6GB RAM, 128GB 6GB RAM'",,,,,,"b'Dual-LED dual-tone flash, HDR, panorama'",,,,,"b'1, 2, 3, 5, 7, 8, 34, 38, 39, 40, 41'",b'Qualcomm SDM636 Snapdragon 636 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver)',b'Adreno 509',,b'1080p@30fps',b'No',,,b'About 200 EUR',"b'Glass front (Gorilla Glass 3), glass back, aluminum frame'","b'16 MP, f/2.0, PDAF 8 MP'",b'Fast charging 15W',,b'L78011',,,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo K5 Note (2018)',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-k5-note-2018-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2018, June'","b'Available. Released 2018, June'",b'158.3 x 76.7 x 8.5 mm (6.23 x 3.02 x 0.33 in)',b'176 g (6.21 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~76.5% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~268 ppi density)'",b'eMMC 5.1',"b'Android 8.0 (Oreo), ZUI 3.9'",b'microSDXC',"b'8 MP, f/2.0'",b'1080p@30fps',,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Ion 3760 mAh, non-removable'",,,"b'Black, Gold, Blue'","b'32GB 3GB RAM, 64GB 4GB RAM'",,,,,,"b'LED flash, panorama, HDR'",,,,,"b'1, 3, 5, 7, 8, 20'",b'Qualcomm SDM450 Snapdragon 450 (14 nm)',b'Octa-core 1.8 GHz Cortex-A53',b'Adreno 506',,b'',b'No',,,b'About 150 EUR',,"b'16 MP, f/2.0, PDAF 2 MP, f/2.4, (depth)'",,,b'L38012',,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A5',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a5-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, June'","b'Available. Released 2018, June'",b'146.2 x 70.9 x 9.8 mm (5.76 x 2.79 x 0.39 in)',b'160 g (5.64 oz)',b'Dual SIM',b'IPS LCD',"b'5.45 inches, 76.7 cm2 (~73.9% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~295 ppi density)'",b'eMMC 5.1',"b'Android 8.0 (Oreo), ZUI 3.9'",b'microSDXC (dedicated slot)',"b'13 MP, f/2.2, 1/3.1"", 1.12\xc2\xb5m, PDAF'",b'1080p@30/60fps',,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'",,,"b'Li-Ion 4000 mAh, non-removable'",,,"b'Black, Gold, Rose Gold'","b'16GB 3GB RAM, 16GB 2GB RAM, 32GB 3GB RAM'",,,,,,"b'LED flash, panorama'",,,,,"b'1, 3, 5, 7, 8, 20, 38, 40, 41'",b'Mediatek MT6739 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'PowerVR GE8100',"b'8 MP, f/2.2, 1.12\xc2\xb5m'",b'',b'No',,,b'About 120 EUR',,,b'Charging 10W',,"b'L18021, L18081, L18011'",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo K5 play',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-k5-play.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2018, March'","b'Available. Released 2018, April'",b'153.8 x 72.6 x 7.9 mm (6.06 x 2.86 x 0.31 in)',b'155 g (5.47 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~75.1% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 8.0 (Oreo), ZUI 3.7'",b'microSDXC (uses shared SIM slot)',"b'8 MP, f/2.0'",b'1080p@30fps',b'eMMC 5.1',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Ion 3000 mAh, non-removable'",,,"b'Black, Gray, Blue'","b'16GB 2GB RAM, 32GB 3GB RAM'",,,,,,"b'LED flash, HDR, panorama'",,,,,"b'1, 3, 5, 7, 8, 34, 38, 39, 40, 41'",b'Qualcomm MSM8937 Snapdragon 430 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',,b'',b'No',,,b'About 110 EUR',,"b'13 MP, f/2.2, AF 2 MP, f/2.4, (depth)'",,,b'L38011',,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo K5',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-k5-new.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2018, March'","b'Available. Released 2018, April'",b'153.8 x 72.7 x 7.8 mm (6.06 x 2.86 x 0.31 in)',b'160 g (5.64 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~75.0% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 7.1 (Nougat), ZUI Lite 3.1'",b'microSDXC (uses shared SIM slot)',"b'8 MP, f/2.0'",b'720p@30fps',b'eMMC 5.1',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Ion 3000 mAh, non-removable'",,,"b'Black, Gray, Blue'",b'32GB 3GB RAM',,,,,,"b'LED flash, HDR, panorama'",,,,,"b'1, 3, 5, 7, 8, 34, 38, 39, 40, 41'",b'Mediatek MT6750V/CB',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',,b'',b'No',,,b'About 130 EUR',,"b'13 MP, f/2.0, AF 5 MP, f/2.2, (depth)'",,,b'K350t',,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo S5',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-s5-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/100 Mbps'","b'2018, March'","b'Available. Released 2018, March'",b'154 x 73.5 x 7.8 mm (6.06 x 2.89 x 0.31 in)',b'155 g (5.47 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~74.1% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~424 ppi density)'",b'eMMC 5.1',"b'Android 8.0 (Oreo), ZUI 3.7'",b'microSDXC (uses shared SIM slot)',"b'13 MP, f/2.2, PDAF 13 MP B/W'","b'4K@30fps, 1080p@30fps'",,b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Po 3000 mAh, non-removable'",,,"b'Midnight Black, Flame Red'","b'32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM'",,,,,,"b'Dual-LED dual-tone flash, HDR, panorama'",,,,,"b'1, 3, 5, 7, 8, 34, 38, 39, 40, 41'",b'Qualcomm MSM8953 Snapdragon 625 (14 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'Adreno 506',"b'16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30fps',b'No',,,b'About 150 EUR',"b'Glass front, aluminum back, aluminum frame'",,,,b'K520',,,,,,,,,,,,,,,,,,,,,,
